Price,SuburbClass,Rooms,Bathroom,Car,Distance,Latitude,Longitude,HouseAgeType_historic,HouseAgeType_modern
3625000.0,1,4,1.0,2.0,6.3,-37.8574,145.016,1,0
3512500.0,1,3,2.0,2.0,6.3,-37.8557,145.0264,0,1
940000.0,1,3,1.0,2.0,5.9,-37.7777,144.9195,1,0
1380000.0,1,3,2.0,2.0,5.9,-37.7777,144.9221,1,0
490000.0,1,2,1.0,1.0,5.9,-37.7736,144.9015,0,1
1850000.0,1,4,3.0,1.0,5.9,-37.7729,144.9179,1,0
971000.0,1,3,2.0,2.0,5.9,-37.775,144.9091,1,0
710000.0,1,2,1.0,1.0,5.9,-37.7776,144.9142,1,0
750000.0,1,2,1.0,1.0,5.9,-37.7745,144.9093,1,0
1053000.0,1,2,1.0,1.0,5.9,-37.7748,144.929,1,0
1377000.0,1,3,1.0,1.0,5.9,-37.7756,144.9208,1,0
970000.0,1,3,1.0,2.0,5.9,-37.7759,144.91,1,0
751000.0,1,2,1.0,1.0,5.9,-37.7807,144.9288,1,0
950000.0,1,2,1.0,1.0,5.9,-37.7731,144.9206,1,0
685000.0,1,2,1.0,2.0,5.9,-37.7718,144.9066,0,1
1230000.0,1,3,1.0,2.0,5.9,-37.7819,144.9064,1,0
770000.0,1,2,1.0,1.0,5.9,-37.7774,144.9186,1,0
890000.0,1,4,1.0,1.0,5.9,-37.7766,144.9143,1,0
1440000.0,1,3,1.0,1.0,5.9,-37.7725,144.9146,1,0
1000000.0,1,3,2.0,2.0,5.9,-37.7746,144.9031,1,0
1435000.0,1,3,2.0,2.0,5.9,-37.7737,144.904,1,0
1425000.0,1,3,2.0,2.0,5.9,-37.7821,144.9055,1,0
1340000.0,1,4,2.0,2.0,5.9,-37.775,144.93200000000004,0,1
955000.0,1,3,1.0,1.0,5.9,-37.7753,144.9116,1,0
1100000.0,1,4,2.0,5.0,5.9,-37.7791,144.9136,1,0
1640000.0,1,4,3.0,2.0,5.9,-37.782,144.903,1,0
1430000.0,1,6,2.0,1.0,5.9,-37.78,144.9295,1,0
610000.0,1,2,1.0,1.0,5.9,-37.7791,144.914,0,1
940000.0,1,3,3.0,1.0,5.9,-37.7727,144.9136,1,0
890000.0,1,3,1.0,1.0,5.9,-37.7765,144.9114,1,0
1180000.0,1,3,2.0,2.0,5.9,-37.7742,144.906,1,0
1480000.0,1,4,2.0,2.0,5.9,-37.7757,144.9088,1,0
865000.0,1,2,2.0,1.0,5.9,-37.7713,144.9038,0,1
1037500.0,1,3,1.0,2.0,5.9,-37.7779,144.9133,1,0
1050000.0,1,3,2.0,2.0,5.9,-37.7744,144.9035,0,1
1430000.0,1,4,2.0,0.0,5.9,-37.7766,144.9187,1,0
1130000.0,1,3,2.0,1.0,5.9,-37.7774,144.928,1,0
1135000.0,1,3,1.0,1.0,5.9,-37.777,144.9176,1,0
950000.0,1,4,2.0,1.0,5.9,-37.7778,144.9131,1,0
1345000.0,1,4,1.0,1.0,5.9,-37.7769,144.9138,1,0
1381500.0,1,3,2.0,2.0,5.9,-37.7727,144.9055,1,0
940000.0,1,3,2.0,2.0,5.9,-37.7778,144.9061,0,1
995000.0,1,3,2.0,1.0,5.9,-37.7778,144.9042,0,1
786000.0,1,3,2.0,1.0,5.9,-37.7816,144.9217,1,0
705000.0,1,2,1.0,3.0,5.9,-37.7825,144.9206,1,0
760000.0,1,2,1.0,1.0,5.9,-37.7807,144.9285,1,0
1000000.0,1,3,2.0,2.0,5.9,-37.7766,144.9277,0,1
1305000.0,1,3,1.0,1.0,5.9,-37.7768,144.9223,1,0
1215000.0,1,3,1.0,1.0,5.9,-37.7762,144.9174,1,0
545000.0,1,2,1.0,2.0,5.9,-37.7772,144.9118,1,0
1705000.0,1,4,2.0,4.0,5.9,-37.7774,144.9104,0,1
1670000.0,1,3,2.0,2.0,11.0,-37.8673,145.0688,1,0
1555000.0,1,3,2.0,2.0,11.0,-37.8666,145.0676,1,0
1100000.0,1,3,3.0,2.0,11.0,-37.8699,145.0778,0,1
1337000.0,1,3,1.0,2.0,11.0,-37.8685,145.0786,1,0
1518000.0,1,3,2.0,2.0,11.0,-37.8675,145.0668,1,0
1710000.0,1,3,1.0,2.0,11.0,-37.8695,145.084,1,0
1655000.0,1,3,1.0,3.0,11.0,-37.8599,145.0815,1,0
1550000.0,1,4,2.0,2.0,11.0,-37.86,145.0817,1,0
1662000.0,1,3,2.0,2.0,11.0,-37.8742,145.07,0,1
1665000.0,1,3,2.0,3.0,11.0,-37.8737,145.0695,1,0
900000.0,1,3,2.0,2.0,11.0,-37.8655,145.0808,0,1
1500000.0,1,3,2.0,2.0,11.0,-37.8653,145.0897,1,0
1800000.0,1,4,2.0,4.0,11.0,-37.8669,145.077,1,0
1830000.0,1,3,2.0,3.0,11.0,-37.8619,145.0879,1,0
1415000.0,1,3,1.0,1.0,11.0,-37.8703,145.0774,1,0
1440000.0,1,2,1.0,1.0,11.0,-37.872,145.0692,1,0
1250000.0,1,4,2.0,2.0,11.0,-37.8693,145.08,0,1
1600000.0,1,5,3.0,4.0,11.0,-37.8724,145.0758,1,0
1860000.0,1,4,2.0,3.0,11.0,-37.8711,145.0746,0,1
1790000.0,1,4,2.0,2.0,11.0,-37.8664,145.0772,1,0
1950000.0,1,4,2.0,2.0,11.0,-37.8715,145.0688,1,0
1650000.0,1,3,1.0,1.0,11.0,-37.8636,145.0903,1,0
1200000.0,1,4,3.0,2.0,12.2,-37.8716,145.0999,0,1
1075000.0,1,2,1.0,2.0,12.2,-37.8694,145.0944,1,0
1500000.0,1,4,2.0,2.0,12.2,-37.8647,145.1023,0,1
700000.0,1,2,1.0,2.0,12.2,-37.8662,145.109,0,1
761000.0,1,3,2.0,4.0,12.2,-37.8675,145.106,1,0
1100000.0,1,4,2.0,2.0,12.2,-37.8621,145.1126,0,1
690000.0,1,2,1.0,1.0,12.2,-37.8711,145.1017,0,1
1631000.0,1,3,2.0,3.0,12.2,-37.8621,145.1021,1,0
1500000.0,1,4,2.0,1.0,12.2,-37.8655,145.096,1,0
600000.0,1,2,1.0,1.0,12.2,-37.8696,145.0962,0,1
1240000.0,1,4,2.0,2.0,12.2,-37.8629,145.1097,1,0
700000.0,1,2,1.0,2.0,12.2,-37.8709,145.102,0,1
1110000.0,1,2,1.0,1.0,12.2,-37.8683,145.1082,1,0
1305000.0,1,3,1.0,1.0,12.2,-37.858,145.1038,1,0
855000.0,1,3,2.0,1.0,12.2,-37.87,145.1103,1,0
900500.0,1,3,2.0,2.0,12.2,-37.8655,145.1096,0,1
1200000.0,1,3,2.0,2.0,12.2,-37.8614,145.1098,0,1
830000.0,1,3,1.0,2.0,12.2,-37.8723,145.1089,0,1
850000.0,3,3,1.0,1.0,10.5,-37.7677,144.8674,0,1
851000.0,3,3,3.0,1.0,10.5,-37.77,144.8572,0,1
1155000.0,3,4,2.0,2.0,10.5,-37.7654,144.8655,0,1
680000.0,3,3,1.0,2.0,10.5,-37.7591,144.8542,0,1
627500.0,3,3,1.0,1.0,10.5,-37.7632,144.8622,0,1
950000.0,3,4,3.0,3.0,10.5,-37.7524,144.8714,0,1
705000.0,3,3,1.0,1.0,10.5,-37.7691,144.8575,1,0
892500.0,3,3,1.0,1.0,10.5,-37.7642,144.8603,0,1
522500.0,3,2,1.0,1.0,10.5,-37.756,144.8641,0,1
680000.0,3,4,2.0,2.0,10.5,-37.7649,144.8633,1,0
875000.0,3,3,1.0,3.0,10.5,-37.765,144.8578,1,0
762000.0,3,4,2.0,2.0,10.5,-37.7573,144.8534,0,1
805000.0,3,3,2.0,2.0,10.5,-37.7607,144.8581,0,1
634000.0,3,3,2.0,1.0,10.5,-37.7584,144.8568,1,0
1819000.0,1,4,2.0,1.0,6.6,-37.8668,144.9928,1,0
1015000.0,1,2,1.0,2.0,6.6,-37.8723,144.9961,0,1
1193000.0,1,3,1.0,1.0,6.6,-37.8663,144.9948,1,0
981000.0,1,2,1.0,0.0,6.6,-37.874,144.9933,1,0
1690000.0,1,3,2.0,2.0,6.6,-37.872,144.9909,1,0
2100000.0,1,2,1.0,1.0,9.7,-37.8094,145.0807,1,0
1800000.0,1,4,2.0,2.0,9.7,-37.811,145.0958,0,1
1255000.0,1,2,1.0,1.0,9.7,-37.8128,145.0975,0,1
1070000.0,1,3,2.0,2.0,9.7,-37.8161,145.0812,0,1
2400000.0,1,4,2.0,2.0,9.7,-37.8147,145.0748,0,1
806000.0,1,2,1.0,1.0,9.7,-37.8124,145.0916,0,1
700000.0,1,3,1.0,1.0,9.7,-37.8065,145.065,0,1
2125000.0,1,3,2.0,2.0,9.7,-37.814,145.0966,0,1
1800000.0,1,4,2.0,2.0,9.7,-37.8032,145.0693,1,0
905000.0,1,3,1.0,2.0,9.7,-37.8013,145.0652,0,1
760000.0,1,2,1.0,1.0,9.7,-37.8112,145.0881,1,0
1367000.0,1,3,2.0,2.0,9.7,-37.8125,145.0849,0,1
1400000.0,1,4,3.0,2.0,9.7,-37.8042,145.1042,0,1
625000.0,1,2,1.0,1.0,9.7,-37.8122,145.0879,1,0
1053000.0,1,2,1.0,2.0,9.7,-37.8123,145.0821,0,1
1472000.0,1,3,2.0,2.0,9.7,-37.8106,145.0848,0,1
754000.0,1,2,1.0,1.0,9.7,-37.8134,145.08100000000005,0,1
2188000.0,1,4,2.0,2.0,9.7,-37.8149,145.0747,0,1
755000.0,1,2,1.0,1.0,9.7,-37.8092,145.0789,0,1
2410000.0,1,4,2.0,1.0,9.7,-37.8056,145.071,1,0
2000000.0,1,4,1.0,2.0,9.7,-37.8039,145.0631,1,0
1900000.0,1,4,2.0,1.0,9.7,-37.8057,145.0825,1,0
3401000.0,1,3,2.0,1.0,9.7,-37.8161,145.0748,1,0
1750000.0,1,3,2.0,3.0,9.7,-37.8056,145.0688,1,0
730000.0,1,2,1.0,1.0,9.7,-37.812,145.0876,1,0
1500000.0,1,3,2.0,2.0,9.7,-37.8075,145.1011,0,1
1700000.0,1,4,1.0,1.0,9.7,-37.8099,145.0792,1,0
1315000.0,1,3,2.0,2.0,9.2,-37.7966,145.1021,0,1
1500000.0,1,3,2.0,1.0,9.2,-37.7939,145.0789,1,0
1905000.0,1,4,2.0,2.0,9.2,-37.7917,145.0868,1,0
1900000.0,1,4,2.0,2.0,9.2,-37.7988,145.0726,1,0
2251000.0,1,3,1.0,2.0,9.2,-37.8002,145.0949,1,0
2205000.0,1,4,2.0,2.0,9.2,-37.7906,145.0788,1,0
1265000.0,1,3,2.0,1.0,9.2,-37.7947,145.1035,0,1
1750000.0,1,4,2.0,2.0,9.2,-37.7856,145.0918,1,0
1450000.0,1,3,1.0,2.0,9.2,-37.7862,145.0781,1,0
2614000.0,1,4,2.0,2.0,9.2,-37.7959,145.0787,1,0
1825000.0,1,4,2.0,3.0,9.2,-37.7944,145.1028,1,0
1150000.0,1,3,2.0,1.0,9.2,-37.7893,145.092,0,1
1850000.0,1,4,2.0,2.0,9.2,-37.8025,145.0843,0,1
3690000.0,1,5,4.0,2.0,9.2,-37.802,145.0797,0,1
1740000.0,1,4,2.0,2.0,9.2,-37.7843,145.0891,0,1
1388800.0,1,4,2.0,1.0,9.2,-37.783,145.0926,0,1
1800000.0,1,4,2.0,4.0,9.2,-37.7841,145.0953,1,0
1700000.0,1,3,2.0,3.0,9.2,-37.7935,145.0865,1,0
1230000.0,1,3,3.0,1.0,9.2,-37.7949,145.1014,0,1
1950000.0,1,4,3.0,2.0,9.2,-37.7889,145.0904,0,1
1750000.0,1,5,2.0,2.0,9.2,-37.7907,145.0916,1,0
1480000.0,1,3,1.0,4.0,9.2,-37.7951,145.0696,1,0
1818000.0,1,3,1.0,1.0,9.2,-37.7956,145.0829,1,0
1720000.0,1,4,3.0,2.0,9.2,-37.8002,145.0999,1,0
1675000.0,1,4,2.0,2.0,9.2,-37.7835,145.0883,0,1
1680000.0,1,4,3.0,1.0,9.2,-37.7987,145.0788,0,1
685000.0,1,2,1.0,1.0,9.2,-37.7935,145.0679,0,1
1335000.0,1,3,2.0,2.0,9.2,-37.7846,145.0935,0,1
1900000.0,1,4,2.0,4.0,9.2,-37.7841,145.0953,1,0
1040000.0,1,2,1.0,1.0,9.2,-37.7996,145.0959,0,1
1250000.0,1,4,2.0,2.0,9.2,-37.7997,145.0993,1,0
1875000.0,1,5,3.0,2.0,9.2,-37.7854,145.0869,0,1
1530000.0,1,4,2.0,2.0,9.2,-37.7839,145.0954,1,0
1700000.0,1,4,2.0,5.0,9.2,-37.786,145.0886,1,0
1651000.0,1,3,1.0,2.0,9.2,-37.7895,145.0985,1,0
1560000.0,1,5,2.0,3.0,9.2,-37.7898,145.1021,0,1
1038000.0,1,3,2.0,1.0,9.2,-37.7893,145.092,0,1
1660000.0,1,5,3.0,2.0,9.2,-37.7975,145.0961,1,0
1770000.0,1,3,2.0,1.0,9.2,-37.7938,145.0838,1,0
875000.0,1,3,1.0,2.0,13.0,-37.9273,145.0479,1,0
1425000.0,1,3,2.0,2.0,13.0,-37.9311,145.0428,1,0
851000.0,1,2,1.0,1.0,13.0,-37.9204,145.0443,0,1
1222500.0,1,3,2.0,2.0,13.0,-37.9272,145.0406,0,1
1317500.0,1,3,1.0,1.0,13.0,-37.9149,145.0254,1,0
1435000.0,1,4,3.0,2.0,13.0,-37.9278,145.0337,0,1
1110000.0,1,3,1.0,2.0,13.0,-37.9263,145.04,1,0
2435000.0,1,4,2.0,2.0,13.0,-37.9166,145.0314,1,0
1500000.0,1,3,2.0,1.0,13.0,-37.9134,145.0263,1,0
1300000.0,1,4,2.0,2.0,13.0,-37.9318,145.0474,1,0
1125000.0,1,3,1.0,2.0,13.0,-37.9199,145.0477,1,0
1328000.0,1,4,2.0,2.0,13.0,-37.9291,145.0472,1,0
1340000.0,1,3,2.0,1.0,13.0,-37.9279,145.031,1,0
1155000.0,1,4,3.0,2.0,13.0,-37.9252,145.0494,0,1
1275000.0,1,3,1.0,4.0,13.0,-37.9267,145.043,1,0
855000.0,1,2,1.0,1.0,13.0,-37.9243,145.0376,1,0
650000.0,1,2,1.0,1.0,13.0,-37.9245,145.0336,1,0
1815000.0,1,4,2.0,4.0,13.0,-37.924,145.0504,1,0
1860000.0,1,4,2.0,3.0,13.0,-37.9163,145.0324,1,0
725000.0,1,2,1.0,1.0,13.0,-37.9326,145.0387,0,1
1293000.0,1,3,1.0,1.0,13.0,-37.9282,145.0367,1,0
1328000.0,1,3,2.0,2.0,13.0,-37.9317,145.0469,0,1
1247000.0,1,4,2.0,3.0,13.0,-37.9326,145.0441,0,1
1370000.0,1,3,1.0,2.0,13.0,-37.9256,145.0374,1,0
1095000.0,1,3,2.0,1.0,13.0,-37.9286,145.0495,0,1
725000.0,1,2,1.0,1.0,13.0,-37.9173,145.0359,0,1
825000.0,1,3,2.0,2.0,13.0,-37.9317,145.0352,0,1
1165000.0,1,3,1.0,2.0,13.0,-37.9315,145.0445,1,0
1910000.0,1,4,2.0,4.0,13.0,-37.9224,145.0462,1,0
820000.0,1,2,1.0,3.0,13.0,-37.929,145.0375,1,0
1430000.0,1,4,2.0,2.0,13.0,-37.9289,145.0481,0,1
910000.0,1,2,1.0,2.0,13.0,-37.9178,145.0413,0,1
1900000.0,1,5,2.0,2.0,13.0,-37.9144,145.0401,1,0
670000.0,1,2,2.0,1.0,13.0,-37.9307,145.0379,0,1
680000.0,1,2,1.0,1.0,13.0,-37.9259,145.0341,0,1
1320000.0,1,4,3.0,3.0,13.0,-37.9294,145.041,0,1
1900000.0,1,6,3.0,2.0,13.0,-37.9181,145.04399999999995,0,1
1535000.0,1,3,2.0,2.0,13.0,-37.9148,145.0404,1,0
1281000.0,1,4,1.0,5.0,13.0,-37.9206,145.0383,1,0
1385000.0,1,5,2.0,2.0,13.0,-37.9241,145.048,1,0
825000.0,1,2,2.0,1.0,13.9,-37.9237,145.0763,0,1
746000.0,1,2,1.0,2.0,13.9,-37.9255,145.0796,0,1
1275000.0,1,5,2.0,2.0,13.9,-37.9333,145.0602,1,0
1025000.0,1,3,2.0,2.0,13.9,-37.9229,145.0557,0,1
495000.0,1,2,1.0,1.0,13.9,-37.91,145.0842,0,1
1220000.0,1,4,2.0,2.0,13.9,-37.9167,145.0771,1,0
885000.0,1,3,1.0,2.0,13.9,-37.9262,145.0808,1,0
830000.0,1,3,2.0,2.0,13.9,-37.9168,145.069,0,1
1210000.0,1,4,3.0,2.0,13.9,-37.9347,145.0546,0,1
1160000.0,1,4,2.0,2.0,13.9,-37.914,145.0714,0,1
1215000.0,1,3,2.0,3.0,13.9,-37.9119,145.0705,0,1
1200000.0,1,4,2.0,2.0,13.9,-37.9358,145.0688,1,0
1050000.0,1,3,2.0,2.0,13.9,-37.9284,145.0668,1,0
950000.0,1,5,2.0,4.0,13.9,-37.9209,145.0757,1,0
1338000.0,1,3,2.0,2.0,13.9,-37.9231,145.066,0,1
651000.0,1,2,1.0,1.0,13.9,-37.9223,145.0747,1,0
1390000.0,1,3,2.0,2.0,13.9,-37.9256,145.0757,1,0
1100000.0,1,3,1.0,2.0,13.9,-37.9186,145.0709,1,0
1206000.0,1,4,1.0,1.0,13.9,-37.925,145.0612,1,0
1415000.0,1,4,2.0,2.0,13.9,-37.9153,145.0707,0,1
1185000.0,1,4,2.0,2.0,13.9,-37.9245,145.0507,0,1
1060000.0,1,4,3.0,1.0,13.9,-37.9164,145.0765,1,0
845000.0,1,3,2.0,2.0,13.9,-37.9239,145.0781,0,1
860000.0,1,3,2.0,1.0,13.9,-37.9227,145.0558,0,1
921000.0,1,3,2.0,2.0,13.9,-37.9219,145.0733,0,1
742500.0,1,2,1.0,1.0,13.9,-37.9099,145.0726,1,0
920000.0,1,3,2.0,2.0,13.9,-37.9303,145.0805,1,0
702000.0,1,2,1.0,1.0,13.9,-37.9179,145.071,1,0
805000.0,1,3,2.0,1.0,13.9,-37.9196,145.0691,0,1
1100000.0,1,4,2.0,1.0,13.9,-37.9257,145.0735,0,1
1050000.0,1,3,1.0,4.0,13.9,-37.9117,145.0695,1,0
722000.0,1,2,2.0,1.0,13.9,-37.9293,145.0657,0,1
930000.0,1,3,1.0,2.0,13.9,-37.9286,145.069,1,0
921000.0,1,3,2.0,1.0,13.9,-37.919,145.0829,0,1
1035000.0,1,4,1.0,2.0,13.9,-37.9193,145.0691,1,0
1352000.0,1,4,2.0,2.0,13.9,-37.9252,145.0562,1,0
1005000.0,1,4,2.0,2.0,13.9,-37.9197,145.05700000000004,0,1
1200000.0,1,3,1.0,1.0,13.9,-37.9244,145.0665,0,1
780000.0,1,3,2.0,2.0,13.9,-37.9168,145.0809,1,0
1250000.0,1,4,2.0,2.0,13.9,-37.9299,145.0598,0,1
1110000.0,1,4,2.0,2.0,13.9,-37.9262,145.0624,1,0
1690000.0,1,4,2.0,2.0,13.9,-37.9117,145.0534,1,0
791000.0,1,3,3.0,1.0,13.9,-37.9149,145.0788,1,0
900000.0,1,3,1.0,3.0,13.9,-37.9347,145.0507,1,0
970000.0,1,3,2.0,2.0,13.9,-37.9176,145.0566,0,1
823000.0,1,3,2.0,2.0,13.9,-37.9079,145.0707,0,1
1045000.0,1,4,2.0,1.0,13.9,-37.9198,145.0789,0,1
655000.0,1,2,1.0,1.0,13.9,-37.9079,145.0685,0,1
